照護團隊名稱／諮詢電話,醫事機構名稱,醫事機構電話,醫事機構地址,居家醫療醫療,重度居家醫療,安寧居家療護,居家呼吸照護,居家中醫醫療,居家藥事照護,在宅急症照護,近三個月有收案
0426365000-2105,,,,,,,,,,,
0426625111-2046,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
,,,,,,,,,,,
真善美,,,,,,,,,,,
04-24915128,,,,,,,,,,,
祐健康,崇安診所,04-26525927,臺中市龍井區遊園南路１９９號１樓、２樓（地圖),1,,,,,,,
慈心,合康診所,04-23330268,臺中市霧峰區中正路８０２－１號１樓（地圖),1,,,,,,,
04-22910337,,,,,,,,,,,
健康,金寶貝診所,04-23303008,臺中市霧峰區中正路８８２號１樓（地圖),1,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
慈心,榮平診所,04-22766133,臺中市太平區東平路５１３號１、２樓（地圖),1,,,,,,,
04-22910337,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
慈心,禎宏診所,04-23959209,臺中市太平區新興路２２號１樓（地圖),1,,,,,,1,
04-22910337,,,,,,,,,,,
平安(原名稱:微笑東勢),家宜診所,04-23937373,臺中市太平區樹孝路５０６號１樓（地圖),1,,,,,,,
800532870,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
美安,天乙診所,04-22760110,臺中市太平區新仁路一段１５４號１樓及永豐路４２８號１樓（地圖),1,,,,,,1,1
921756745,,,,,,,,,,,
,,,,,,,,,,,
平安(原名稱:微笑東勢),,,,,,,,,,,
800532870,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
祐健康,,,,,,,,,,,
僕子居家醫療團隊,,,,,,,,,,,
04-26317654、04-25662590,,,,,,,,,,,
心分享,羅邦倚診所,04-24852000,臺中市大里區中興路二段２０２－３號１樓（地圖),1,,,,,,,
04-25345885,,,,,,,,,,,
心分享,群享診所,04-24181155,臺中市大里區中投西路３段２１５號１樓（地圖),1,,,,,,1,
04-25345885,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
家康,,,,,,,,,,,
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
僕子居家醫療團隊,,,,,,,,,,,
04-26317654、04-25662590,,,,,,,,,,,
,,,,,,,,,,,
童一家,,,,,,,,,,,
963183781,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
慈心,大直診所,04-24852200,臺中市大里區中興路２段３４９號１樓、２樓（地圖),1,,,,,,,
04-22910337,,,,,,,,,,,
家康,佳靖診所,04-24181557,臺中市大里區中投西路３段２１５號１樓（地圖),1,,,,,,1,1
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
童一家,,,,,,,,,,,
963183781,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
真善美,揚仁診所,04-22756595,臺中市大里區新甲路１號１、２樓（地圖),1,,,,,,,
04-24915128,,,,,,,,,,,
家康,永蘊豐禾診所,04-24830510,臺中市大里區中興路二段１１１－２號１樓、１樓夾層（地圖),1,,,,,,1,1
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
真善美,,,,,,,,,,,
04-24915128,,,,,,,,,,,
,,,,,,,,,,,
大里仁愛,,,,,,,,,,,
0921-991885,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
中山,,,,,,,,,,,
04-36032871,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
天使團隊,軒宇診所,04-24067095,臺中市大里區永隆路１１號１樓（地圖),1,,,,,,,1
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
中山,,,,,,,,,,,
04-36032871,,,,,,,,,,,
,,,,,,,,,,,
真善美,,,,,,,,,,,
04-24915128,,,,,,,,,,,
,,,,,,,,,,,
長安醫院居家醫療照護團隊,,,,,,,,,,,
0436113611-3692,,,,,,,,,,,
天使團隊,博佑診所,04-24920606,臺中市大里區塗城路５４６號１樓（地圖),1,,,,,,1,1
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
,,,,,,,,,,,
長安醫院居家醫療照護團隊,,,,,,,,,,,
0436113611-3692,,,,,,,,,,,
中國醫藥大學附設醫院,康和診所,04-25911732,臺中市和平區東崎路一段桃山巷４２號１樓（地圖),1,,,,,,1,1
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
580,翔新診所,04-22110707,臺中市十甲東路７６８〜７６８-３號及東英十七街１６７-２號１樓（地圖),1,,,,,,,
939632085,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
中國醫藥大學附設醫院,華幼診所,04-23600099,臺中市東區進化路２１１號１樓（地圖),1,,,,,,,
0422052121#12656,,,,,,,,,,,
臺中榮民總醫院,富台診所,04-22111611,臺中市東區富台街６２號１樓（地圖),1,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
澄清綜合醫院,,,,,,,,,,,
24632000#66326,,,,,,,,,,,
中國醫藥大學附設醫院,益家診所,04-22121089,臺中市東區建成路３號１樓－５樓（地圖),1,,,,,,,
0422052121#12656,,,,,,,,,,,
國際慈善事業聯盟,豊府診所,04-22126228,臺中市東區旱溪東路一段２９３號１樓（地圖),1,,,,,,1,
963354973,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
家康,,,,,,,,,,,
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
慈心,超仁診所,04-23769118,臺中市西區忠明南路３７３號１樓、２樓（地圖),1,,,,,,,
04-22910337,,,,,,,,,,,
健康,樂恩診所,04-22221256,臺中市西區五權路２９－８號１樓、２樓（地圖),1,,,,,,,
(04)2235-1685,,,,,,,,,,,
西區,美的診所,04-22031915,臺中市西區民族路３４２號１樓（地圖),1,,,,,,,
(04)2229-7559,,,,,,,,,,,
(04)2229-7559,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
仕安居家醫療團隊,向安診所,04-23026182,臺中市西區忠明南路３０３號１樓（地圖),1,,,,,,,1
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
中國醫藥大學附設醫院,柏羽診所,04-23255018,臺中市西區博館路１１５號１、２樓（地圖),1,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
健康,智欣診所,04-23287410,臺中市西區東興路三段２７２號１樓（地圖),1,,,,,,1,
(04)2235-1685,,,,,,,,,,,
健康,德翔診所,04-22639708,臺中市南區工學路４６號１樓（地圖),1,,,,,,,
(04)2235-1685,,,,,,,,,,,
天使團隊,慶燿診所,04-22872877,臺中市南區國光路２４１號１樓（地圖),1,,,,,,1,1
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
健康,恆宇診所,04-22872877,臺中市南區國光路２４１號１樓（地圖),1,,,,,,1,1
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
平安(原名稱:微笑東勢),永昇骨科診所,04-22230877,臺中市南區學府路１９６號１、２樓及１９８號１、２樓（地圖),1,,,,,,,
800532870,,,,,,,,,,,
家康,元盛診所,04-22636165,臺中市南區復興路一段２９５號１、２樓（地圖),1,,,,,,1,
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
僕子居家醫療團隊,,,,,,,,,,,
04-26317654、04-25662590,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
家康,欣悅診所,04-22659507,臺中市南區南平路１７１號１樓、２樓（地圖),1,,,,,,1,1
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
彰聯居家醫療整合照護團隊,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
04-7238595*4510,,,,,,,,,,,
,,,,,,,,,,,
僕子居家醫療團隊,,,,,,,,,,,
04-26317654、04-25662590,,,,,,,,,,,
,,,,,,,,,,,
平安(原名稱:微笑東勢),,,,,,,,,,,
800532870,,,,,,,,,,,
,,,,,,,,,,,
童一家,,,,,,,,,,,
963183781,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
中山,張肇烜診所,04-22659556,臺中市南區高工路３９５號１樓（地圖),1,,,,,,,
04-36032871,,,,,,,,,,,
慈心,白耳鼻喉科診所,04-22220600,臺中市南區學府路１５０號１樓(部分)、２樓及１５２號１樓（地圖),1,,,,,,,
04-22910337,,,,,,,,,,,
臺中榮民總醫院,宏美德生診所,04-23718383,臺中市南區復興路一段２９５號２樓（地圖),1,,1,,,,1,1
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
中山,,,,,,,,,,,
04-36032871,,,,,,,,,,,
,,,,,,,,,,,
580,,,,,,,,,,,
939632085,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
衛生福利部南投醫院,,,,,,,,,,,
985585891,,,,,,,,,,,
0492231150#5198,,,,,,,,,,,
0492246315#1317,,,,,,,,,,,
,,,,,,,,,,,
真善美,,,,,,,,,,,
04-24915128,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
,,,,,,,,,,,
澄清綜合醫院,,,,,,,,,,,
24632000#66326,,,,,,,,,,,
,,,,,,,,,,,
長安醫院居家醫療照護團隊,,,,,,,,,,,
0436113611-3692,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
澄清綜合醫院中港分院,,,,,,,,,,,
24632000#32646,,,,,,,,,,,
24632000#32648,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
大里仁愛,,,,,,,,,,,
0921-991885,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
童一家,南平診所,04-22630192,臺中市南區南平路１６７號１樓（地圖),1,,,,,,1,
963183781,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
家康,,,,,,,,,,,
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
中國醫藥大學附設醫院,光恒診所,04-22068638,臺中市北區五權路２６１號１樓（地圖),1,,,,,,,
0422052121#12656,,,,,,,,,,,
天使團隊,祐華親子診所,04-22925668,臺中市北區北平路２段１９４號１樓（地圖),1,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
健康,博智診所,04-23232066,臺中市北區西屯路一段３５１－１１號及３５３號１樓（地圖),1,,,,,,1,
(04)2235-1685,,,,,,,,,,,
健康,博睿診所,04-23238636,臺中市北區西屯路一段３５１－１１號及３５３號１樓（地圖),1,,,,,,1,
(04)2235-1685,,,,,,,,,,,
慈心,展弘耳鼻喉科診所,04-22307388,臺中市北區漢口路四段３２２號１樓、２樓（地圖),1,,,,,,,1
04-22910337,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
中山,品家診所,04-22086068,臺中市北區西屯路一段４９６－１號１、２樓（地圖),1,,,,,,,
04-36032871,,,,,,,,,,,
自家安老居家整合照護團隊,天行健診所,04-22352112,臺中市北區健行路３２１號、３２１之１號、３２１之２號（地圖),1,,,,,,1,1
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
家康,,,,,,,,,,,
(04)22250505,,,,,,,,,,,
963620885,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
心分享,漢諾威家庭醫學科診所,04-23173069,臺中市西屯區何安里青海路一段１１２號１、２樓（地圖),1,,,,,,,1
04-25345885,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
西區,全新生活診所,04-23156988,臺中市西屯區何仁里寧夏路１９９號１樓（地圖),1,,,,,,,
(04)2229-7559,,,,,,,,,,,
(04)2229-7559,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
臺中榮民總醫院,大業診所,04-22583300,臺中市西屯區河南路四段１９５號１樓、２樓、３樓、４樓（地圖),1,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
真善美,福雅骨科家庭醫學科診所,04-24636866,臺中市西屯區臺灣大道四段８６８號１樓、２樓、３樓（地圖),1,,,,,,,
04-24915128,,,,,,,,,,,
健康,大道診所,04-23122060,臺中市西屯區文心路三段６１－７號１至３樓及突出物１層（４樓）（地圖),1,,,,,,,
(04)2235-1685,,,,,,,,,,,
慈心,丞右診所,04-23160001,臺中市西屯區華美西街二段３５１號１樓（地圖),1,,,,,,,
04-22910337,,,,,,,,,,,
祐健康,台中工業區員工診所,04-23507295,臺中市西屯區工業區五路２號１樓（地圖),1,,,,,,,
中山,蘇家龍診所,04-27085151,臺中市西屯區黎明路三段４２１號１、２樓（地圖),1,,,,,,,
04-36032871,,,,,,,,,,,
自家安老居家整合照護團隊,謝政融診所,04-24794269,臺中市南屯區中和里楓和路８１７號１樓（地圖),1,,1,,,,1,1
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
長安醫院居家醫療照護團隊,,,,,,,,,,,
0436113611-3692,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
中山,,,,,,,,,,,
04-36032871,,,,,,,,,,,
臺中榮民總醫院,瑞東診所,04-23892301,臺中市南屯區文山三街１３３巷１１號１樓至５樓（地圖),1,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
臺中榮民總醫院,黃忠勇診所,04-24730117,臺中市南屯區永春東路３３７號１樓（地圖),1,,,,,,,
23592525#3817,,,,,,,,,,,
臺中榮民總醫院,忠勇診所,04-23826625,臺中市南屯區忠勇路６７之３號１樓、２樓（地圖),1,,,,,,,
23592525#3817,,,,,,,,,,,
臺中榮民總醫院,主悅診所,04-22540711,臺中市南屯區干城街２６９號１樓（地圖),1,,1,,,,,1
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
,,,,,,,,,,,
平安(原名稱:微笑東勢),,,,,,,,,,,
800532870,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
健康,佳杏診所,04-24716016,臺中市南屯區大墩五街２９２號１樓（地圖),1,,,,,,1,1
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
天使團隊,誠心親子耳鼻喉科診所,04-24719001,臺中市南屯區東興路二段３３號１、２樓（地圖),1,,,,,,1,1
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
天使團隊,誠心兒科診所,04-24719001,臺中市南屯區東興路二段３３號１、２樓（地圖),1,,,,,,1,1
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
慈心,,,,,,,,,,,
04-22910337,,,,,,,,,,,
健康,英宏診所,04-24735729,臺中市南屯區豐富路３１２號１樓（地圖),1,,,,,,,
(04)2235-1685,,,,,,,,,,,
中山,辰光診所,04-24796767,臺中市南屯區黎明路一段１５４號１、２樓（地圖),1,,,,,,1,
04-36032871,,,,,,,,,,,
仕安居家醫療團隊,姜封豪診所,04-23808897,臺中市南屯區永春東七路８３７號１樓（地圖),1,,,,,,1,1
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
仕安居家醫療團隊,宸星診所,04-23102399,臺中市南屯區大墩十二街２９２－５號（６樓）（地圖),1,,,,,,,
中山,,,,,,,,,,,
04-36032871,,,,,,,,,,,
健康,幼恩小兒科診所,04-24376238,臺中市北屯區東山路一段２９８之２號１、２樓（地圖),1,,,,,,1,1
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
自家安老居家整合照護團隊,,,,,,,,,,,
04-24360305,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
慈心,軍功診所,04-24364056,臺中市北屯區軍功路一段５３５號１、２樓（地圖),1,,,,,,,
04-22910337,,,,,,,,,,,
自家安老居家整合照護團隊,王家駿身心診所,04-24368086,臺中市北屯區東山路一段３３２－５號１樓及夾層（地圖),1,,,,,,,
04-24360305,,,,,,,,,,,
平安(原名稱:微笑東勢),佑康診所,04-22923922,臺中市北屯區中清路二段５８６號１樓（地圖),1,,,,,,,
800532870,,,,,,,,,,,
天使團隊,方德涵診所,04-24369555,臺中市北屯區太順路８２號１樓（地圖),1,,,,,,1,1
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
國際慈善事業聯盟,,,,,,,,,,,
963354973,,,,,,,,,,,
,,,,,,,,,,,
晏居,,,,,,,,,,,
0422294411#6222,,,,,,,,,,,
,,,,,,,,,,,
中國醫藥大學附設醫院,,,,,,,,,,,
0422052121#12656,,,,,,,,,,,
,,,,,,,,,,,
臺中榮民總醫院,,,,,,,,,,,
23592525#3817,,,,,,,,,,,
國際慈善事業聯盟,光忠復健科診所,04-22420056,臺中市北屯區北屯路３８５號３樓（地圖),1,,,,,,,
963354973,,,,,,,,,,,
國際慈善事業聯盟,光馨家庭醫學科診所,04-22341479,臺中市北屯區北屯路３８５之５號１樓及３８５之６號１樓（地圖),1,,,,,,,
963354973,,,,,,,,,,,
國際慈善事業聯盟,鎧緯耳鼻喉科診所,04-24369187,臺中市北屯區景賢路２７６號１、２、３樓（地圖),1,,,,,,,
963354973,,,,,,,,,,,
健康,智佳診所,04-22345680,臺中市北屯區北平路四段５９號１、２樓（地圖),1,,,,,,1,1
(04)2235-1685,,,,,,,,,,,
健康,輝佑診所,04-23935252,臺中市北屯區環太東路４７０號１樓（地圖),1,,,,,,,
(04)2235-1685,,,,,,,,,,,
健康,崇心復健科診所,04-22370111,臺中市北屯區天津路三段１１１號１樓（地圖),1,,,,,,,
(04)2235-1685,,,,,,,,,,,
仕安居家醫療團隊,仁曜診所,04-24376568,臺中市北屯區景賢路１９６號１、２樓（地圖),1,,,,,,,1
健康,,,,,,,,,,,
(04)2235-1685,,,,,,,,,,,
,,,,,,,,,,,
天使團隊,,,,,,,,,,,
926362636,,,,,,,,,,,
04-25771809,,,,,,,,,,,
04-25773481,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
中國醫藥大學附設醫院,敦愛身心診所,04-22929885,臺中市北屯區敦化路一段５６１號１樓、２樓（地圖),1,,,,,,,
0422052121#12656,,,,,,,,,,,
中山,光和福診所,04-24364455,臺中市北屯區和福路１９３號１樓（地圖),1,,,,,,1,1
04-36032871,,,,,,,,,,,
,,,,,,,,,,,
衛生福利部南投醫院,,,,,,,,,,,
985585891,,,,,,,,,,,
0492231150#5198,,,,,,,,,,,
0492246315#1317,,,,,,,,,,,
,,,,,,,,,,,
豐之采,,,,,,,,,,,
04-25254607,,,,,,,,,,,
奇美醫療財團法人柳營奇美居家醫療照護團隊,全視界眼科診所,06-5719666,臺南市麻豆區東角里興中路１７１－９號１樓（地圖),1,,,,,,,
066226999-77093,,,,,,,,,,,
麻豆新樓愛到家居家醫療照護團隊,安芯診所,06-5727629,臺南市麻豆區民權路４３－３號１樓（地圖),1,,,,,,,
