醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
3501194728,吳明修診所,,臺北市萬華區中華路２段４０、４２號４樓,(02)23066466,20231214,29101231,HM01090001,臺北藍鵲居家醫療照護團隊
3501195270,萬華衛康內科診所,,臺北市萬華區萬大路２１７號,(02)23092807,20230525,29101231,HM01160003,臺北榮民總醫院居家醫療照護團隊
3501195270,萬華衛康內科診所,,臺北市萬華區萬大路２１７號,(02)23092807,20190905,29101231,HM01200001,萬芳團隊
3501195270,萬華衛康內科診所,,臺北市萬華區萬大路２１７號,(02)23092807,20160829,29101231,HM01090001,臺北藍鵲居家醫療照護團隊
3501195270,萬華衛康內科診所,V,臺北市萬華區萬大路２１７號,(02)23092807,20160627,29101231,HM01190001,青年公園居家醫療照護團隊
3501195289,艋舺通安診所,,臺北市萬華區環河南路２段２４２號、２４２之１號,(02)23089862,20170206,29101231,HM01190001,青年公園居家醫療照護團隊
3501195592,日光眼科診所,,臺北市萬華區和平西路３段８５號（實際營業地址：１、２樓）,(02)23063789,20231214,29101231,HM01090001,臺北藍鵲居家醫療照護團隊
3501195663,光晶妍寶島眼科診所,,臺北市萬華區萬大路３５５號（含夾層）,(02)23013556,20160627,29101231,HM01190001,青年公園居家醫療照護團隊
3501195690,瑞生診所,,臺北市萬華區西園路２段２５０號、２５０號２樓、２５０號３樓、,(02)23012788,20231214,29101231,HM01090001,臺北藍鵲居家醫療照護團隊
3501195832,福全身心科診所,,臺北市萬華區中華路２段６００號,(02)23327712,20170327,29101231,HM01190001,青年公園居家醫療照護團隊
3501195903,黃健勇皮膚科診所,,臺北市萬華區成都路９７號（實際營業地址：１、２）,(02)23115488,20230621,29101231,HM31030002,安康喜樂居家醫療照護團隊
3501196080,和煦診所,,臺北市萬華區和平西路３段２１６號１樓,(02)23080368,20220215,29101231,HM01090001,臺北藍鵲居家醫療照護團隊
3501200570,泓仁診所,,臺北市文山區木新路２段２７３號,(02)29382627,20190225,29101231,HM01200001,萬芳團隊
3501200570,泓仁診所,,臺北市文山區木新路２段２７３號,(02)29382627,20250805,29101231,HM01190001,青年公園居家醫療照護團隊
3501200785,陳建業診所,,臺北市文山區景文街８６號（１樓、２樓）、１０７號６樓,(02)29358181,20181018,29101231,HM01190001,青年公園居家醫療照護團隊
3501200785,陳建業診所,,臺北市文山區景文街８６號（１樓、２樓）、１０７號６樓,(02)29358181,20190904,29101231,HM31050002,天主教居家醫療照護團隊
3501200856,瑞杏診所,,臺北市文山區羅斯福路６段１５９巷１弄１２號１、２樓,(02)29339718,20190904,29101231,HM31050002,天主教居家醫療照護團隊
3501200954,健誠診所,,臺北市文山區木新路３段１２４號,(02)29374772,20170703,29101231,HM01190001,青年公園居家醫療照護團隊
3501200954,健誠診所,,臺北市文山區木新路３段１２４號,(02)29374772,20190430,29101231,HM01200001,萬芳團隊
3501200963,葉洪小兒科診所,,臺北市文山區興隆路３段２０２號１樓,(02)22300055,20171215,29101231,HM01190001,青年公園居家醫療照護團隊
3501200963,葉洪小兒科診所,,臺北市文山區興隆路３段２０２號１樓,(02)22300055,20190430,29101231,HM01200001,萬芳團隊
3501201004,洪佑承小兒專科診所,,臺北市文山區興隆路４段６４之２號,(02)29364708,20231206,29101231,HM01200001,萬芳團隊
3501202485,興隆診所,,臺北市文山區興隆路３段１１２巷９號１樓、地下１樓,(02)82301571,20170509,29101231,HM01190001,青年公園居家醫療照護團隊
3501202538,長欣婦產科診所,,臺北市文山區興隆路４段６０號１樓,(02)29367898,20190225,29101231,HM01200001,萬芳團隊
3501202654,世誠耳鼻喉科診所,,臺北市文山區忠順街１段１０７號１樓,(02)22343618,20231125,29101231,HM01160003,臺北榮民總醫院居家醫療照護團隊
3501202743,房國堂小兒專科診所,,臺北市文山區木新路２段２６９號,(02)86616527,20190226,29101231,HM31030002,安康喜樂居家醫療照護團隊
3501202798,定安診所,,臺北市文山區景興路１６５號,(02)29323755,20190904,29101231,HM31050002,天主教居家醫療照護團隊
3501202823,林正豐診所,,臺北市文山區保儀路２５號,(02)29363665,20190821,29101231,HM01200001,萬芳團隊
3501202985,合康復健科診所,,臺北市文山區興隆路４段２１７號（實際營業場所１樓、２樓）,(02)29368421,20190430,29101231,HM01200001,萬芳團隊
3501203080,秀心診所,,臺北市文山區保儀路２６巷１號２樓之１,(02)29383838,20190430,29101231,HM01200001,萬芳團隊
3501203357,大豐耳鼻喉科診所,,臺北市文山區木新路３段２２０號,(02)29371299,20210309,29101231,HM31030002,安康喜樂居家醫療照護團隊
3501203446,夏安皮膚專科診所,,臺北市文山區興隆路３段２６號（１、２樓）,(02)86638099,20221012,29101231,HM01190001,青年公園居家醫療照護團隊
3501203599,文山上明眼科診所,,臺北市文山區興隆路２段１９８號（１樓）、１９６號２樓之１,(02)86637879,20250106,29101231,HM01200001,萬芳團隊
3502020316,家安診所,,高雄市鼓山區明誠里裕誠路１５１５號,(07)5541515,20180525,29101231,HM02050001,高醫社區照護中心
3502020423,謝加晉診所,,高雄市鼓山區明誠里民利街１號１Ｆ,(07)5532526,20200722,29101231,HM02050001,高醫社區照護中心
3502020423,謝加晉診所,,高雄市鼓山區明誠里民利街１號１Ｆ,(07)5532526,20200915,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502020549,腎美診所,,高雄市鼓山區中華一路３３６號１．２．６樓,(07)5544900,20191017,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502030385,馬遠成診所,,高雄市左營區果峰街２巷２號１樓、３號１樓,(07)5832348,20180329,29101231,HM02050001,高醫社區照護中心
3502030385,馬遠成診所,,高雄市左營區果峰街２巷２號１樓、３號１樓,(07)5832348,20170808,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502030527,羅振原診所,,高雄市左營區富民路１１４號,(07)5581288,20191101,29101231,HM02070002,高聯醫
3502030849,嚴世安診所,,高雄市左營區海勝里翠峰路３２號一樓,(07)5811746,20200915,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502030849,嚴世安診所,,高雄市左營區海勝里翠峰路３２號一樓,(07)5811746,20200722,29101231,HM02050001,高醫社區照護中心
3502030947,國聖診所,,高雄市左營區文慈路１５０號１樓,(07)3506203,20180329,29101231,HM02050001,高醫社區照護中心
3502030947,國聖診所,,高雄市左營區文慈路１５０號１樓,(07)3506203,20170215,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502032147,祐新骨外科診所,,高雄市左營區裕誠路４２１號一樓,(07)5591918,20200703,29101231,HM02050001,高醫社區照護中心
3502032227,李凱斌小兒科診所,,高雄市左營區文莊路５３號,(07)3454784,20161013,29101231,HM02030001,國軍左營醫院
3502032316,王欽程診所,,高雄市左營區華夏路１１４１號,(07)3491100,20180329,29101231,HM02050001,高醫社區照護中心
3502032316,王欽程診所,,高雄市左營區華夏路１１４１號,(07)3491100,20181128,29101231,HM02080002,阮綜合社區居家醫療群
3502032325,華夏診所,,高雄市左營區華夏路７０８號１樓,(07)3453961,20170215,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502032423,常玉皮膚科診所,,高雄市左營區自由二路３３６號１樓,(07)5506011,20250519,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502032423,常玉皮膚科診所,,高雄市左營區自由二路３３６號１樓,(07)5506011,20180329,29101231,HM02050001,高醫社區照護中心
3502032423,常玉皮膚科診所,,高雄市左營區自由二路３３６號１樓,(07)5506011,20250514,29101231,HM02080002,阮綜合社區居家醫療群
3502032423,常玉皮膚科診所,,高雄市左營區自由二路３３６號１樓,(07)5506011,20250514,29101231,HM02110001,小港居家照護中心
3502033064,鄭倩寧家醫科診所,,高雄市左營區自由二路２２６號１樓,(07)5507919,20190409,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502033064,鄭倩寧家醫科診所,,高雄市左營區自由二路２２６號１樓,(07)5507919,20190424,29101231,HM42120001,義大醫院居家醫療整合照護團隊
3502033082,恩欣小兒科診所,,高雄市左營區自由四路３２４號１樓,(07)3451966,20191209,29101231,HM02050001,高醫社區照護中心
3502033082,恩欣小兒科診所,,高雄市左營區自由四路３２４號１樓,(07)3451966,20170808,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502033082,恩欣小兒科診所,,高雄市左營區自由四路３２４號１樓,(07)3451966,20181026,29101231,HM02080002,阮綜合社區居家醫療群
3502033297,福山診所,,高雄市左營區重愛路２１８號１樓,(07)3482323,20170215,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502033591,林淳生診所,,高雄市左營區左營大路４７１號１樓,(07)5889564,20200722,29101231,HM02050001,高醫社區照護中心
3502033591,林淳生診所,,高雄市左營區左營大路４７１號１樓,(07)5889564,20200915,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502040078,歐慈德內科診所,,高雄市楠梓區後昌路９１５號,(07)3633900,20180301,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502040318,吉豐耳鼻喉科診所,,高雄市楠梓區中陽里建楠路１４３號１樓至３樓,(07)3515056,20231203,29101231,HM02050001,高醫社區照護中心
3502040354,賴聰宏小兒科診所,,高雄市楠梓區軍校路６６４，６６６號,(07)3630769,20161013,29101231,HM02030001,國軍左營醫院
3502040505,王新台婦產科診所,,高雄市楠梓區宏昌里後昌路９７２號,(07)3653166,20161013,29101231,HM02030001,國軍左營醫院
3502040649,楊雲志診所,,高雄市楠梓區軍校路６７６號１Ｆ,(07)3643826,20161013,29101231,HM02030001,國軍左營醫院
3502041860,孫欲珍小兒科家庭醫學科診所,,高雄市楠梓區海專路２３７號１樓,(07)3613709,20161013,29101231,HM02030001,國軍左營醫院
3502041977,冠全診所,,高雄市楠梓區德民路１００２之１２．１樓,(07)3602123,20200703,29101231,HM02050001,高醫社區照護中心
3502042303,林自強內科診所,,高雄市楠梓區楠都東街２２２號,(07)3553110,20161013,29101231,HM02030001,國軍左營醫院
3502042312,家福耳鼻喉科診所,,高雄市楠梓區後昌新路１５號,(07)3609988,20200703,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502042312,家福耳鼻喉科診所,,高雄市楠梓區後昌新路１５號,(07)3609988,20210118,29101231,HM42120001,義大醫院居家醫療整合照護團隊
3502050378,董金山診所,,高雄市三民區本武里大昌二路５４４號,(07)3833405,20180329,29101231,HM02050001,高醫社區照護中心
3502050592,怡德耳鼻喉科診所,,高雄市三民區自立一路９９號,(07)2864875,20200703,29101231,HM02050001,高醫社區照護中心
3502050798,婦全婦產科診所,,高雄市三民區立德里建國三路５１７號,(07)2728025,20180115,29101231,HM02080002,阮綜合社區居家醫療群
3502050798,婦全婦產科診所,,高雄市三民區立德里建國三路５１７號,(07)2728025,20180329,29101231,HM02050001,高醫社區照護中心
3502051133,黃義霖診所,,高雄市三民區澄和路６號１樓,(07)3857422,20180329,29101231,HM02050001,高醫社區照護中心
3502051348,曾繁英診所,,高雄市三民區自立一路２６７號,(07)3111048,20180329,29101231,HM02050001,高醫社區照護中心
3502051375,蕭瑞榮小兒科診所,,高雄市三民區建工路５３１．５３３號１樓,(07)3867121,20170719,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502051491,上仁診所,,高雄市三民區中華三路２８５號一樓,(07)2155510,20181213,29101231,HM02080002,阮綜合社區居家醫療群
3502051491,上仁診所,,高雄市三民區中華三路２８５號一樓,(07)2155510,20180329,29101231,HM02050001,高醫社區照護中心
3502051544,莊永昌診所,,高雄市三民區建工路３３２號,(07)3922289,20170719,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502051599,徐樹本小兒科診所,,高雄市三民區建興路３７３號,(07)3867833,20161229,29101231,HM02080002,阮綜合社區居家醫療群
3502051777,尤啟享診所,,高雄市三民區本揚里澄和路５３號,(07)3811515,20160728,29101231,HM02080001,國高總
3502051795,名祥診所,,高雄市三民區鼎西里鼎力路１１６號,(07)3493012,20161229,29101231,HM02080002,阮綜合社區居家醫療群
3502051848,大昌診所,,高雄市三民區大昌二路４６０號１樓,(07)3800823,20191210,29101231,HM02080003,高雄民生醫院
3502052087,天民泌尿科診所,,高雄市三民區平等路１０７號１Ｆ,(07)3927073,20160728,29101231,HM02080001,國高總
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,(07)3506789,20210326,29101231,HM02050001,高醫社區照護中心
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,(07)3506789,20180706,29101231,HM02080002,阮綜合社區居家醫療群
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,(07)3506789,20230421,29101231,HM42010003,鳳山居家醫療照護團隊
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,(07)3506789,20220322,29101231,HM02110001,小港居家照護中心
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,(07)3506789,20240809,29101231,HM42120001,義大醫院居家醫療整合照護團隊
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,(07)3506789,20190409,29101231,HM07350001,聖功
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,(07)3506789,20181211,29101231,HM02030002,高雄榮民總醫院居家醫療照護團隊
